"Scientific_name","Isolation_type","Location","Isolation_source","Host","Collection_date","Isolate","Strand","Element_symbol","Type","Method","Genus","Species"
"Klebsiella pneumoniae","clinical","Peru","urine","human",2022,"PDT002669675.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Pseudomonas aeruginosa","clinical","USA","wound","human",2022,"PDT001367696.3","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Pseudomonas aeruginosa","clinical","USA","wound","human",2022,"PDT001367696.3","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Klebsiella pneumoniae","clinical","Ghana","wound","human",2022,"PDT001518863.1","+","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Libya","unknown","human",2022,"PDT002045100.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Libya","unknown","human",2022,"PDT002045104.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Libya","unknown","human",2022,"PDT002045105.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Libya","unknown","human",2022,"PDT002045107.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Libya","unknown","human",2022,"PDT002045111.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown","Russia","unknown","unknown",2022,"PDT002121546.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","France","unknown","human",2022,"PDT002317859.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Pseudomonas aeruginosa","clinical","Norway","unknown","human",2022,"PDT002557094.1","-","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Klebsiella pneumoniae","clinical","South Africa","clinical material","human",2023,"PDT002448517.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","rectal","human",2023,"PDT002507272.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","Spain","rectal","human",2023,"PDT002507274.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","USA","tissue","human",2023,"PDT001828856.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","USA","tissue","human",2023,"PDT001828856.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Pseudomonas aeruginosa","clinical","Ukraine","wound","human",2023,"PDT002423301.1","-","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Pseudomonas putida","clinical","Slovenia","rectal","human",2024,"PDT002645780.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas putida"
"Pseudomonas putida","clinical","Slovenia","rectal","human",2024,"PDT002645780.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas putida"
"Pseudomonas putida","clinical","Slovenia","rectal","human",2024,"PDT002646096.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas putida"
"Pseudomonas putida","clinical","Slovenia","rectal","human",2024,"PDT002646096.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas putida"
"Pseudomonas aeruginosa","clinical","USA","urine","human",2024,"PDT002527374.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Pseudomonas aeruginosa","clinical","USA","urine","human",2024,"PDT002527374.1","+","blaSCO-1","AMR","ALLELEP","Pseudomonas","Pseudomonas aeruginosa"
"Klebsiella pneumoniae","clinical","Spain","clinical material","human",NA,"PDT001864131.1","-","blaSCO-1","AMR","ALLELEX","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","pus","human",NA,"PDT000088826.2","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","sputum","human",NA,"PDT000088843.2","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical","South Africa","unknown","human",NA,"PDT000088828.2","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000176181.2","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000176181.2","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000176183.2","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000176183.2","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000250261.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000423540.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000423540.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427324.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427324.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427339.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427340.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427340.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427386.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427392.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427392.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427831.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427831.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427833.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427833.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427835.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427835.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427836.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427836.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427837.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000427837.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443731.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443731.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443743.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443743.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443751.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443751.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443758.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443758.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443759.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443759.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443761.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443761.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443764.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443764.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443766.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443766.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443769.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443769.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443779.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443779.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443780.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443780.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443784.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443784.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443789.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443789.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443903.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443903.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443935.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443935.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443942.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443942.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443944.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443944.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443945.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443945.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443947.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443947.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443950.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443950.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443952.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443952.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443953.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443953.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443955.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443955.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443956.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000443956.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000444040.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000444040.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical",NA,"unknown","unknown",NA,"PDT000532615.1","-","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Shigella flexneri","clinical",NA,"unknown","unknown",NA,"PDT000604979.1","+","blaSCO-1","AMR","ALLELEP","Shigella","Shigella flexneri"
"Klebsiella pneumoniae","clinical",NA,"unknown","unknown",NA,"PDT000656621.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical",NA,"unknown","unknown",NA,"PDT000656621.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical",NA,"unknown","unknown",NA,"PDT000656638.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","clinical",NA,"unknown","unknown",NA,"PDT000656638.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT000684240.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT000684240.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT000684258.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT000684258.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT000684282.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT000684282.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921113.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921113.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921115.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921115.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921116.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921116.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921118.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921118.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921120.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921120.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921122.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921122.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921123.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921123.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921124.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921124.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921125.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921125.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921126.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000921126.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989436.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989436.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989511.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989511.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989521.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989521.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989528.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989528.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989608.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Klebsiella pneumoniae","unknown",NA,"unknown","unknown",NA,"PDT000989608.1","+","blaSCO-1","AMR","ALLELEP","Klebsiella","Klebsiella pneumoniae"
"Escherichia coli","unknown",NA,"unknown","unknown",NA,"PDT000993212.1","+","blaSCO-1","AMR","ALLELEP","Escherichia","Escherichia coli"
"Escherichia coli","unknown",NA,"unknown","unknown",NA,"PDT000993212.1","+","blaSCO-1","AMR","ALLELEP","Escherichia","Escherichia coli"
"Escherichia coli","unknown",NA,"unknown","unknown",NA,"PDT001010816.1","+","blaSCO-1","AMR","ALLELEP","Escherichia","Escherichia coli"
"Escherichia coli","unknown",NA,"unknown","unknown",NA,"PDT001010816.1","+","blaSCO-1","AMR","ALLELEP","Escherichia","Escherichia coli"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001151929.1","+","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001153562.1","-","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001155651.1","+","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001155738.1","-","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001155777.1","+","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001155873.1","+","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001155997.1","-","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001156000.1","+","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Salmonella enterica","unknown",NA,"unknown","unknown",NA,"PDT001156043.1","-","blaSCO-1","AMR","ALLELEX","Salmonella","Salmonella enterica"
"Acinetobacter baumannii","unknown",NA,"unknown","unknown",NA,"PDT001173640.1","-","blaSCO-1","AMR","ALLELEP","Acinetobacter","Acinetobacter baumannii"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665660.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665660.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665665.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665665.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665667.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665667.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665669.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
"Salmonella  Concord","unknown",NA,"unknown","unknown",NA,"PDT001665669.1","+","blaSCO-1","AMR","ALLELEP","Salmonella","Salmonella enterica"
